Crash_ID,Crash_Year,Crash_Severity,Count_Crashes,Count_Fatality,Count_Hospitalised,Count_Medically_Treated,Count_Minor_Injury,Involving_Drink_Driving,Involving_Driver_Speed,Involving_Fatigued_Driver,Involving_Defective_Vehicle,Involving_Male_Driver_x,Involving_Female_Driver_x,Involving_Senior_Driver_60plus_x,Involving_Provisional_Driver_x,Involving_Overseas_Licensed_Driver_x,Involving_Young_Driver_16-24_x,Involving_Unlicensed_Driver_x,Primary_Reason_ID,Driver_Category_ID,Location_ID,Primary_Reason,Driver_Category,Location,Involving_Male_Driver_y,Involving_Female_Driver_y,Involving_Young_Driver_16-24_y,Involving_Senior_Driver_60plus_y,Involving_Provisional_Driver_y,Involving_Overseas_Licensed_Driver_y,Involving_Unlicensed_Driver_y,Count_Casualty_Fatality,Casualty_Severity,Casualty_AgeGroup,Casualty_Gender,Casualty_Road_User_Type,Casualty_Count,Impact_Score
2986,2012,Medical treatment,2,0,0,6,0,Yes,No,No,Yes,No,Yes,No,No,No,No,No,3,1,0,Drink Driving,Female,Brisbane,No,Yes,No,No,No,No,No,0,Medically treated,30 to 39,Female,Bicyclist,2,2
2987,2012,Medical treatment,1,0,0,1,0,Yes,Yes,No,No,No,Yes,No,No,No,No,Yes,3,3,0,Drink Driving,Unlicensed,Brisbane,No,Yes,No,No,No,No,Yes,0,Medically treated,30 to 39,Female,Motorcyclist,1,1
2988,2012,Minor injury,581,0,0,0,695,No,No,No,No,No,Yes,No,Yes,No,No,No,0,4,0,Other Reasons,Provisional,Brisbane,No,Yes,No,No,Yes,No,No,0,Medically treated,30 to 39,Female,Vehicle Occupant,1,1
2989,2012,Minor injury,7,0,0,0,8,No,No,No,Yes,No,Yes,Yes,No,No,No,No,1,2,0,Defective Vehicle,Senior,Brisbane,No,Yes,No,Yes,No,No,No,0,Medically treated,30 to 39,Female,Vehicle Occupant,14,14
2990,2012,Minor injury,4,0,0,0,5,No,No,Yes,No,No,Yes,No,No,No,Yes,No,4,5,0,Fatigued Driver,Young_driver,Brisbane,No,Yes,Yes,No,No,No,No,0,Medically treated,30 to 39,Female,Vehicle Occupant,6,6
2991,2012,Minor injury,5,0,0,0,5,No,Yes,No,No,No,Yes,No,No,No,Yes,Yes,2,3,0,Driver Speed,Unlicensed,Brisbane,No,Yes,Yes,No,No,No,Yes,0,Medically treated,30 to 39,Female,Vehicle Occupant,1,1
2992,2012,Minor injury,11,0,0,0,11,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,3,7,0,Drink Driving,OverseasLicensed ,Brisbane,No,Yes,Yes,No,No,Yes,No,0,Medically treated,40 to 49,Female,Motorcyclist,1,1
2993,2012,Minor injury,2,0,0,0,3,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,3,4,0,Drink Driving,Provisional,Brisbane,No,Yes,Yes,No,Yes,No,No,0,Medically treated,40 to 49,Female,Vehicle Occupant,1,1
2994,2012,Fatal,23,29,16,8,2,No,No,No,No,No,Yes,Yes,No,No,Yes,No,0,2,1,Other Reasons,Senior,Central,No,Yes,Yes,Yes,No,No,No,0,Medically treated,40 to 49,Female,Vehicle Occupant,27,27
2995,2012,Fatal,1,3,2,0,0,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,1,4,1,Defective Vehicle,Provisional,Central,No,Yes,Yes,Yes,Yes,No,No,0,Medically treated,40 to 49,Female,Vehicle Occupant,1,1
2996,2012,Fatal,7,8,3,1,0,No,No,Yes,No,Yes,No,No,No,No,No,No,4,6,1,Fatigued Driver,Male,Central,Yes,No,No,No,No,No,No,0,Medically treated,50 to 59,Female,Bicyclist,1,1
2997,2012,Fatal,3,3,0,0,0,No,Yes,No,No,Yes,No,No,No,No,No,Yes,2,3,1,Driver Speed,Unlicensed,Central,Yes,No,No,No,No,No,Yes,0,Medically treated,50 to 59,Female,Vehicle Occupant,14,14
2998,2012,Fatal,1,1,1,0,0,No,Yes,No,Yes,Yes,No,No,No,Yes,No,No,2,7,1,Driver Speed,OverseasLicensed ,Central,Yes,No,No,No,No,Yes,No,0,Medically treated,50 to 59,Female,Vehicle Occupant,1,1
2999,2012,Fatal,2,2,1,0,0,Yes,No,No,No,Yes,No,No,Yes,No,No,No,3,4,1,Drink Driving,Provisional,Central,Yes,No,No,No,Yes,No,No,0,Medically treated,60 to 74,Female,Vehicle Occupant,18,18
3000,2012,Fatal,3,3,1,0,0,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,3,2,1,Drink Driving,Senior,Central,Yes,No,No,Yes,No,No,No,0,Medically treated,60 to 74,Female,Vehicle Occupant,1,1
3001,2012,Hospitalisation,482,0,586,66,28,No,No,No,No,Yes,No,Yes,No,No,No,Yes,0,3,1,Other Reasons,Unlicensed,Central,Yes,No,No,Yes,No,No,Yes,0,Medically treated,75 and over,Female,Vehicle Occupant,1,1
3002,2012,Hospitalisation,17,0,21,1,2,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,1,7,1,Defective Vehicle,OverseasLicensed ,Central,Yes,No,No,Yes,No,Yes,No,0,Medically treated,0 to 16,Male,Bicyclist,1,1
3003,2012,Hospitalisation,25,0,29,0,1,No,No,Yes,No,Yes,No,No,No,No,Yes,No,4,5,1,Fatigued Driver,Young_driver,Central,Yes,No,Yes,No,No,No,No,0,Medically treated,0 to 16,Male,Bicyclist,9,9
3004,2012,Hospitalisation,29,0,34,4,2,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,2,3,1,Driver Speed,Unlicensed,Central,Yes,No,Yes,No,No,No,Yes,0,Medically treated,0 to 16,Male,Vehicle Occupant,12,12
3005,2012,Hospitalisation,1,0,1,0,0,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,2,7,1,Driver Speed,OverseasLicensed ,Central,Yes,No,Yes,No,No,Yes,No,0,Medically treated,17 to 24,Male,Bicyclist,1,1
3006,2012,Hospitalisation,1,0,1,0,0,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,2,4,1,Driver Speed,Provisional,Central,Yes,No,Yes,No,Yes,No,No,0,Medically treated,17 to 24,Male,Bicyclist,3,3
3007,2012,Hospitalisation,63,0,77,11,4,Yes,No,No,No,Yes,No,No,Yes,No,Yes,Yes,3,3,1,Drink Driving,Unlicensed,Central,Yes,No,Yes,No,Yes,No,Yes,0,Medically treated,17 to 24,Male,Motorcyclist,9,9
3008,2012,Hospitalisation,1,0,1,0,0,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes,No,3,2,1,Drink Driving,Senior,Central,Yes,No,Yes,Yes,No,No,No,0,Medically treated,17 to 24,Male,Vehicle Occupant,34,34
3009,2012,Hospitalisation,18,0,28,4,4,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,3,4,1,Drink Driving,Provisional,Central,Yes,No,Yes,Yes,Yes,No,No,0,Medically treated,17 to 24,Male,Vehicle Occupant,9,9
3010,2012,Hospitalisation,1,0,1,0,0,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,3,1,1,Drink Driving,Female,Central,Yes,Yes,No,No,No,No,No,0,Medically treated,17 to 24,Male,Vehicle Occupant,5,5
3011,2012,Medical treatment,382,0,0,458,20,No,No,No,No,Yes,Yes,No,No,No,No,Yes,0,3,1,Other Reasons,Unlicensed,Central,Yes,Yes,No,No,No,No,Yes,0,Medically treated,25 to 29,Male,Motorcyclist,1,1
3012,2012,Medical treatment,6,0,0,7,1,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No,1,7,1,Defective Vehicle,OverseasLicensed ,Central,Yes,Yes,No,No,No,Yes,No,0,Medically treated,25 to 29,Male,Motorcyclist,1,1
3013,2012,Medical treatment,13,0,0,14,1,No,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,4,3,1,Fatigued Driver,Unlicensed,Central,Yes,Yes,No,No,No,Yes,Yes,0,Medically treated,25 to 29,Male,Motorcyclist,6,6
3014,2012,Medical treatment,13,0,0,17,0,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,2,4,1,Driver Speed,Provisional,Central,Yes,Yes,No,No,Yes,No,No,0,Medically treated,25 to 29,Male,Vehicle Occupant,1,1
3015,2012,Medical treatment,2,0,0,2,0,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,2,2,1,Driver Speed,Senior,Central,Yes,Yes,No,Yes,No,No,No,0,Medically treated,25 to 29,Male,Vehicle Occupant,12,12
3016,2012,Medical treatment,17,0,0,22,2,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,3,3,1,Drink Driving,Unlicensed,Central,Yes,Yes,No,Yes,No,No,Yes,0,Medically treated,25 to 29,Male,Vehicle Occupant,4,4
3017,2012,Medical treatment,1,0,0,1,0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,3,4,1,Drink Driving,Provisional,Central,Yes,Yes,No,Yes,Yes,No,No,0,Medically treated,30 to 39,Male,Bicyclist,1,1
3018,2012,Medical treatment,3,0,0,4,0,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,3,5,1,Drink Driving,Young_driver,Central,Yes,Yes,Yes,No,No,No,No,0,Medically treated,30 to 39,Male,Bicyclist,3,3
3019,2012,Minor injury,117,0,0,0,131,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,0,3,1,Other Reasons,Unlicensed,Central,Yes,Yes,Yes,No,No,No,Yes,0,Medically treated,30 to 39,Male,Motorcyclist,3,3
3020,2012,Minor injury,6,0,0,0,7,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,1,7,1,Defective Vehicle,OverseasLicensed ,Central,Yes,Yes,Yes,No,No,Yes,No,0,Medically treated,30 to 39,Male,Vehicle Occupant,12,12
3021,2012,Minor injury,4,0,0,0,4,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,4,4,1,Fatigued Driver,Provisional,Central,Yes,Yes,Yes,No,Yes,No,No,0,Medically treated,30 to 39,Male,Vehicle Occupant,2,2
3022,2012,Minor injury,4,0,0,0,6,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,2,4,1,Driver Speed,Provisional,Central,Yes,Yes,Yes,No,Yes,Yes,No,0,Medically treated,30 to 39,Male,Vehicle Occupant,2,2
3023,2012,Minor injury,11,0,0,0,13,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,3,2,1,Drink Driving,Senior,Central,Yes,Yes,Yes,Yes,No,No,No,0,Medically treated,40 to 49,Male,Motorcyclist,1,1
3024,2012,Minor injury,1,0,0,0,1,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,3,3,1,Drink Driving,Unlicensed,Central,Yes,Yes,Yes,Yes,No,No,Yes,0,Medically treated,40 to 49,Male,Vehicle Occupant,10,10
3025,2012,Fatal,17,18,7,6,3,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,0,4,2,Other Reasons,Provisional,Far Northern,Yes,Yes,Yes,Yes,Yes,No,No,0,Medically treated,40 to 49,Male,Vehicle Occupant,2,2
3026,2012,Fatal,1,1,1,0,0,No,No,Yes,No,No,No,No,No,No,No,No,4,0,2,Fatigued Driver,NotCategorised,Far Northern,No,No,No,No,No,No,No,0,Medically treated,40 to 49,Male,Vehicle Occupant,1,1
3027,2012,Fatal,1,1,1,0,0,Yes,No,No,No,No,Yes,No,No,No,No,No,3,1,2,Drink Driving,Female,Far Northern,No,Yes,No,No,No,No,No,0,Medically treated,50 to 59,Male,Bicyclist,6,6
3028,2012,Fatal,1,1,2,1,2,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,3,4,2,Drink Driving,Provisional,Far Northern,No,Yes,No,No,Yes,No,No,0,Medically treated,50 to 59,Male,Motorcyclist,2,2
3029,2012,Fatal,3,3,1,1,0,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,3,2,2,Drink Driving,Senior,Far Northern,No,Yes,No,Yes,No,No,No,0,Medically treated,50 to 59,Male,Vehicle Occupant,9,9
3030,2012,Hospitalisation,257,0,307,22,12,No,No,No,No,No,Yes,Yes,No,Yes,No,No,0,7,2,Other Reasons,OverseasLicensed ,Far Northern,No,Yes,No,Yes,No,Yes,No,0,Medically treated,50 to 59,Male,Vehicle Occupant,2,2
3031,2012,Hospitalisation,6,0,6,0,1,No,No,No,Yes,No,Yes,No,No,No,Yes,No,1,5,2,Defective Vehicle,Young_driver,Far Northern,No,Yes,Yes,No,No,No,No,0,Medically treated,60 to 74,Male,Motorcyclist,1,1
3032,2012,Hospitalisation,9,0,11,0,0,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes,4,3,2,Fatigued Driver,Unlicensed,Far Northern,No,Yes,Yes,No,No,No,Yes,0,Medically treated,60 to 74,Male,Vehicle Occupant,13,13
3033,2012,Hospitalisation,15,0,22,2,1,No,Yes,No,No,No,Yes,No,Yes,No,Yes,No,2,4,2,Driver Speed,Provisional,Far Northern,No,Yes,Yes,No,Yes,No,No,0,Medically treated,75 and over,Male,Bicyclist,1,1
3034,2012,Hospitalisation,1,0,1,0,0,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,2,4,2,Driver Speed,Provisional,Far Northern,No,Yes,Yes,Yes,Yes,No,No,0,Medically treated,75 and over,Male,Vehicle Occupant,2,2
3035,2012,Hospitalisation,25,0,29,1,4,Yes,No,No,No,Yes,No,No,No,No,No,No,3,6,2,Drink Driving,Male,Far Northern,Yes,No,No,No,No,No,No,0,Medically treated,Unknown,Male,Vehicle Occupant,2,2
3036,2012,Hospitalisation,1,0,1,0,0,Yes,No,Yes,No,Yes,No,No,No,No,No,Yes,3,3,2,Drink Driving,Unlicensed,Far Northern,Yes,No,No,No,No,No,Yes,0,Medically treated,Unknown,Male,Vehicle Occupant,1,1
3037,2012,Hospitalisation,8,0,11,1,0,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,3,7,2,Drink Driving,OverseasLicensed ,Far Northern,Yes,No,No,No,No,Yes,No,0,Minor injury,0 to 16,Female,Bicyclist,1,1
3038,2012,Medical treatment,240,0,0,285,29,No,No,No,No,Yes,No,No,Yes,No,No,No,0,4,2,Other Reasons,Provisional,Far Northern,Yes,No,No,No,Yes,No,No,0,Minor injury,0 to 16,Female,Motorcyclist,1,1
3039,2012,Medical treatment,5,0,0,7,0,No,No,No,Yes,Yes,No,Yes,No,No,No,No,1,2,2,Defective Vehicle,Senior,Far Northern,Yes,No,No,Yes,No,No,No,0,Minor injury,0 to 16,Female,Vehicle Occupant,13,13
3040,2012,Medical treatment,4,0,0,5,0,No,No,Yes,No,Yes,No,Yes,No,Yes,No,No,4,7,2,Fatigued Driver,OverseasLicensed ,Far Northern,Yes,No,No,Yes,No,Yes,No,0,Minor injury,0 to 16,Female,Vehicle Occupant,1,1
3041,2012,Medical treatment,5,0,0,6,0,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,2,4,2,Driver Speed,Provisional,Far Northern,Yes,No,No,Yes,Yes,No,No,0,Minor injury,0 to 16,Female,Vehicle Occupant,2,2
3042,2012,Medical treatment,20,0,0,28,1,Yes,No,No,No,Yes,No,No,No,No,Yes,No,3,5,2,Drink Driving,Young_driver,Far Northern,Yes,No,Yes,No,No,No,No,0,Minor injury,17 to 24,Female,Motorcyclist,1,1
3043,2012,Medical treatment,3,0,0,3,0,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,3,3,2,Drink Driving,Unlicensed,Far Northern,Yes,No,Yes,No,No,No,Yes,0,Minor injury,17 to 24,Female,Vehicle Occupant,1,1
3044,2012,Minor injury,86,0,0,0,103,No,No,No,No,Yes,No,No,No,Yes,Yes,No,0,7,2,Other Reasons,OverseasLicensed ,Far Northern,Yes,No,Yes,No,No,Yes,No,0,Minor injury,17 to 24,Female,Vehicle Occupant,25,25
3045,2012,Minor injury,3,0,0,0,6,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,2,4,2,Driver Speed,Provisional,Far Northern,Yes,No,Yes,No,Yes,No,No,0,Minor injury,17 to 24,Female,Vehicle Occupant,4,4
3046,2012,Minor injury,1,0,0,0,1,Yes,No,No,No,Yes,No,No,Yes,No,Yes,Yes,3,3,2,Drink Driving,Unlicensed,Far Northern,Yes,No,Yes,No,Yes,No,Yes,0,Minor injury,17 to 24,Female,Vehicle Occupant,1,1
3047,2012,Minor injury,1,0,0,0,1,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,No,3,2,2,Drink Driving,Senior,Far Northern,Yes,No,Yes,Yes,No,No,No,0,Minor injury,25 to 29,Female,Vehicle Occupant,6,6
3048,2012,Fatal,41,43,22,20,0,No,No,No,No,Yes,No,Yes,Yes,No,Yes,No,0,4,3,Other Reasons,Provisional,North Coast,Yes,No,Yes,Yes,Yes,No,No,0,Minor injury,25 to 29,Female,Vehicle Occupant,3,3
3049,2012,Fatal,2,6,1,1,0,No,No,Yes,No,Yes,Yes,No,No,No,No,No,4,1,3,Fatigued Driver,Female,North Coast,Yes,Yes,No,No,No,No,No,0,Minor injury,30 to 39,Female,Bicyclist,2,2
3050,2012,Fatal,11,11,6,5,2,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,2,3,3,Driver Speed,Unlicensed,North Coast,Yes,Yes,No,No,No,No,Yes,0,Minor injury,30 to 39,Female,Vehicle Occupant,11,11
3051,2012,Fatal,1,1,0,0,0,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,2,4,3,Driver Speed,Provisional,North Coast,Yes,Yes,No,No,Yes,No,No,0,Minor injury,30 to 39,Female,Vehicle Occupant,5,5
3052,2012,Fatal,2,2,2,1,0,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,2,2,3,Driver Speed,Senior,North Coast,Yes,Yes,No,Yes,No,No,No,0,Minor injury,30 to 39,Female,Vehicle Occupant,1,1
3053,2012,Fatal,4,4,5,0,0,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,No,3,7,3,Drink Driving,OverseasLicensed ,North Coast,Yes,Yes,No,Yes,No,Yes,No,0,Minor injury,40 to 49,Female,Vehicle Occupant,3,3
3054,2012,Fatal,6,7,6,2,0,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,3,5,3,Drink Driving,Young_driver,North Coast,Yes,Yes,Yes,No,No,No,No,0,Minor injury,50 to 59,Female,Vehicle Occupant,2,2
3055,2012,Hospitalisation,846,0,1018,119,84,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,0,3,3,Other Reasons,Unlicensed,North Coast,Yes,Yes,Yes,No,No,No,Yes,0,Minor injury,60 to 74,Female,Bicyclist,1,1
3056,2012,Hospitalisation,28,0,28,4,2,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,1,4,3,Defective Vehicle,Provisional,North Coast,Yes,Yes,Yes,No,Yes,No,No,0,Minor injury,60 to 74,Female,Vehicle Occupant,5,5
3057,2012,Hospitalisation,24,0,33,0,0,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,4,2,3,Fatigued Driver,Senior,North Coast,Yes,Yes,Yes,Yes,No,No,No,0,Minor injury,75 and over,Female,Vehicle Occupant,2,2
3058,2012,Hospitalisation,34,0,44,3,2,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,2,3,3,Driver Speed,Unlicensed,North Coast,Yes,Yes,Yes,Yes,No,No,Yes,0,Minor injury,Unknown,Female,Vehicle Occupant,2,2
3059,2012,Hospitalisation,2,0,2,0,0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,2,4,3,Driver Speed,Provisional,North Coast,Yes,Yes,Yes,Yes,Yes,No,No,0,Minor injury,0 to 16,Male,Bicyclist,7,7
3060,2012,Hospitalisation,72,0,88,7,1,Yes,No,No,No,No,No,No,No,No,No,No,3,0,3,Drink Driving,NotCategorised,North Coast,No,No,No,No,No,No,No,0,Minor injury,0 to 16,Male,Vehicle Occupant,9,9
3061,2012,Hospitalisation,3,0,3,0,0,Yes,No,Yes,No,No,Yes,No,No,No,No,No,3,1,3,Drink Driving,Female,North Coast,No,Yes,No,No,No,No,No,0,Minor injury,0 to 16,Male,Vehicle Occupant,1,1
3062,2012,Hospitalisation,14,0,14,1,2,Yes,Yes,No,No,No,Yes,No,No,No,No,Yes,3,3,3,Drink Driving,Unlicensed,North Coast,No,Yes,No,No,No,No,Yes,0,Minor injury,17 to 24,Male,Bicyclist,1,1
3063,2012,Medical treatment,883,0,0,1058,79,No,No,No,No,No,Yes,No,No,Yes,No,No,0,7,3,Other Reasons,OverseasLicensed ,North Coast,No,Yes,No,No,No,Yes,No,0,Minor injury,17 to 24,Male,Motorcyclist,5,5
3064,2012,Medical treatment,11,0,0,13,0,No,No,No,Yes,No,Yes,No,Yes,No,No,No,1,4,3,Defective Vehicle,Provisional,North Coast,No,Yes,No,No,Yes,No,No,0,Minor injury,17 to 24,Male,Vehicle Occupant,1,1
3065,2012,Medical treatment,16,0,0,22,1,No,No,Yes,No,No,Yes,Yes,No,No,No,No,4,2,3,Fatigued Driver,Senior,North Coast,No,Yes,No,Yes,No,No,No,0,Minor injury,17 to 24,Male,Vehicle Occupant,14,14
3066,2012,Medical treatment,22,0,0,27,0,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,2,4,3,Driver Speed,Provisional,North Coast,No,Yes,No,Yes,Yes,No,No,0,Minor injury,17 to 24,Male,Vehicle Occupant,4,4
3067,2012,Medical treatment,2,0,0,2,0,No,Yes,No,Yes,No,Yes,No,No,No,Yes,No,2,5,3,Driver Speed,Young_driver,North Coast,No,Yes,Yes,No,No,No,No,0,Minor injury,25 to 29,Male,Bicyclist,1,1
3068,2012,Medical treatment,1,0,0,1,0,No,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,2,3,3,Driver Speed,Unlicensed,North Coast,No,Yes,Yes,No,No,No,Yes,0,Minor injury,25 to 29,Male,Motorcyclist,1,1
3069,2012,Medical treatment,21,0,0,29,4,Yes,No,No,No,No,Yes,No,Yes,No,Yes,No,3,4,3,Drink Driving,Provisional,North Coast,No,Yes,Yes,No,Yes,No,No,0,Minor injury,25 to 29,Male,Vehicle Occupant,1,1
3070,2012,Medical treatment,1,0,0,1,0,Yes,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,3,3,3,Drink Driving,Unlicensed,North Coast,No,Yes,Yes,No,Yes,No,Yes,0,Minor injury,25 to 29,Male,Vehicle Occupant,6,6
3071,2012,Medical treatment,1,0,0,1,0,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,No,3,2,3,Drink Driving,Senior,North Coast,No,Yes,Yes,Yes,No,No,No,0,Minor injury,25 to 29,Male,Vehicle Occupant,2,2
3072,2012,Medical treatment,4,0,0,7,1,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,3,3,3,Drink Driving,Unlicensed,North Coast,No,Yes,Yes,Yes,No,No,Yes,0,Minor injury,25 to 29,Male,Vehicle Occupant,1,1
3073,2012,Minor injury,282,0,0,0,332,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,0,4,3,Other Reasons,Provisional,North Coast,No,Yes,Yes,Yes,Yes,No,No,0,Minor injury,30 to 39,Male,Bicyclist,6,6
3074,2012,Minor injury,10,0,0,0,11,No,No,No,Yes,Yes,No,No,No,No,No,No,1,6,3,Defective Vehicle,Male,North Coast,Yes,No,No,No,No,No,No,0,Minor injury,30 to 39,Male,Motorcyclist,1,1
3075,2012,Minor injury,4,0,0,0,4,No,No,Yes,No,Yes,No,No,No,No,No,Yes,4,3,3,Fatigued Driver,Unlicensed,North Coast,Yes,No,No,No,No,No,Yes,0,Minor injury,30 to 39,Male,Motorcyclist,1,1
3076,2012,Minor injury,7,0,0,0,9,No,Yes,No,No,Yes,No,No,No,Yes,No,No,2,7,3,Driver Speed,OverseasLicensed ,North Coast,Yes,No,No,No,No,Yes,No,0,Minor injury,30 to 39,Male,Vehicle Occupant,8,8
3077,2012,Minor injury,10,0,0,0,11,Yes,No,No,No,Yes,No,No,Yes,No,No,No,3,4,3,Drink Driving,Provisional,North Coast,Yes,No,No,No,Yes,No,No,0,Minor injury,30 to 39,Male,Vehicle Occupant,2,2
3078,2012,Minor injury,1,0,0,0,1,Yes,Yes,No,No,Yes,No,No,Yes,No,No,Yes,3,3,3,Drink Driving,Unlicensed,North Coast,Yes,No,No,No,Yes,No,Yes,0,Minor injury,30 to 39,Male,Vehicle Occupant,2,2
3079,2012,Fatal,12,13,3,0,2,No,No,No,No,Yes,No,Yes,No,No,No,No,0,2,4,Other Reasons,Senior,Northern,Yes,No,No,Yes,No,No,No,0,Minor injury,40 to 49,Male,Bicyclist,1,1
3080,2012,Fatal,1,1,0,0,0,No,No,Yes,No,Yes,No,Yes,No,Yes,No,No,4,7,4,Fatigued Driver,OverseasLicensed ,Northern,Yes,No,No,Yes,No,Yes,No,0,Minor injury,40 to 49,Male,Motorcyclist,3,3
3081,2012,Fatal,1,1,0,8,0,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,2,4,4,Driver Speed,Provisional,Northern,Yes,No,No,Yes,Yes,No,No,0,Minor injury,40 to 49,Male,Vehicle Occupant,11,11
3082,2012,Fatal,3,3,0,0,0,Yes,No,No,No,Yes,No,No,No,No,Yes,No,3,5,4,Drink Driving,Young_driver,Northern,Yes,No,Yes,No,No,No,No,0,Minor injury,40 to 49,Male,Vehicle Occupant,1,1
3083,2012,Fatal,1,1,0,0,0,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,3,3,4,Drink Driving,Unlicensed,Northern,Yes,No,Yes,No,No,No,Yes,0,Minor injury,40 to 49,Male,Vehicle Occupant,3,3
3084,2012,Fatal,1,1,0,0,0,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,3,7,4,Drink Driving,OverseasLicensed ,Northern,Yes,No,Yes,No,No,Yes,No,0,Minor injury,50 to 59,Male,Bicyclist,2,2
3085,2012,Hospitalisation,315,0,374,39,27,No,No,No,No,Yes,No,No,Yes,No,Yes,No,0,4,4,Other Reasons,Provisional,Northern,Yes,No,Yes,No,Yes,No,No,0,Minor injury,50 to 59,Male,Bicyclist,1,1
3086,2012,Hospitalisation,11,0,13,2,0,No,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,1,3,4,Defective Vehicle,Unlicensed,Northern,Yes,No,Yes,No,Yes,No,Yes,0,Minor injury,50 to 59,Male,Motorcyclist,1,1
3087,2012,Hospitalisation,10,0,14,1,2,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,4,4,4,Fatigued Driver,Provisional,Northern,Yes,No,Yes,No,Yes,Yes,No,0,Minor injury,50 to 59,Male,Motorcyclist,1,1
3088,2012,Hospitalisation,10,0,12,2,2,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No,2,2,4,Driver Speed,Senior,Northern,Yes,No,Yes,Yes,No,No,No,0,Minor injury,50 to 59,Male,Vehicle Occupant,12,12
3089,2012,Hospitalisation,1,0,1,1,0,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,2,3,4,Driver Speed,Unlicensed,Northern,Yes,No,Yes,Yes,No,No,Yes,0,Minor injury,50 to 59,Male,Vehicle Occupant,2,2
3090,2012,Hospitalisation,32,0,44,4,2,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,No,3,7,4,Drink Driving,OverseasLicensed ,Northern,Yes,No,Yes,Yes,No,Yes,No,0,Minor injury,60 to 74,Male,Bicyclist,1,1
3091,2012,Hospitalisation,6,0,6,0,0,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,3,4,4,Drink Driving,Provisional,Northern,Yes,No,Yes,Yes,Yes,No,No,0,Minor injury,60 to 74,Male,Vehicle Occupant,2,2
